epoch,train_loss,val_loss
1,0.8398855453313783,0.5362992456981114
2,0.5286919356778611,0.35915443301200867
3,0.436499472967414,0.3315062310014452
4,0.39562960350236226,0.316588431596756
5,0.3794758465400962,0.31776214497429983
6,0.3732912699843562,0.311866249356951
7,0.36855697285297306,0.30251944065093994
8,0.36539703053097394,0.29724868706294466
9,0.3626151299753854,0.30538757358278545
10,0.3615544985893161,0.29562197412763325
